名称,発生場所,発生年月日,当事者種別,事故内容,所轄警察署,事故類型,地点経度,地点緯度
全事故,米子市西福原九丁目,2012/05/09,軽乗用貨物×自転車,重傷事故,米子署,車両相互,133.33653611100,35.45349166670
全事故,米子市陰田町,2012/05/08,軽乗用×軽乗用,軽傷事故,米子署,車両相互,133.32033055600,35.41158611110
全事故,米子市夜見町,2012/05/09,普通乗用×自転車,軽傷事故,米子署,車両相互,133.29908055600,35.46340277780
全事故,米子市西福原二丁目,2012/05/01,普通乗用×軽乗用,軽傷事故,米子署,車両相互,133.34075277800,35.43935833330
全事故,日吉津村大字日吉津,2012/03/29,二輪401ｃｃ-750ｃｃ×相手なし,重傷事故,米子署,車両単独,133.38482222200,35.44544722220
全事故,米子市泉,2012/05/05,普通乗用×歩行者,軽傷事故,米子署,人対車両,133.42384444400,35.42360833330
全事故,米子市米原七丁目,2012/04/27,普通乗用×自転車,軽傷事故,米子署,車両相互,133.32911111100,35.44591111110
全事故,日吉津村大字日吉津,2012/04/30,普通乗用×普通乗用,軽傷事故,米子署,車両相互,133.38212500000,35.44553055560
全事故,米子市観音寺新町一丁目,2012/04/15,普通乗用×物件等×歩行者以外の道路上の人×歩行者以外の道路上の人,軽傷事故,米子署,車両単独,133.35744166700,35.42593888890
全事故,米子市西福原七丁目,2012/04/12,軽乗用×歩行者,軽傷事故,米子署,人対車両,133.34270555600,35.45142222220
全事故,米子市米原五丁目,2012/04/18,軽乗用貨物×普通乗用,軽傷事故,米子署,車両相互,133.33175555600,35.44416944440
全事故,米子市車尾五丁目,2012/04/23,普通乗用×普通乗用,軽傷事故,米子署,車両相互,133.36133888900,35.43206111110
全事故,米子市灘町三丁目,2011/11/12,軽乗用×歩行者,軽傷事故,米子署,人対車両,133.32171111100,35.43495833330
全事故,米子市車尾六丁目,2012/04/23,軽乗用×軽乗用,軽傷事故,米子署,車両相互,133.36294722200,35.43173055560
全事故,南部町阿賀,2012/04/13,普通乗用×軽乗用,軽傷事故,米子署,車両相互,133.32926944400,35.35626388890
全事故,米子市博労町一丁目,2012/04/13,普通乗用×自転車,軽傷事故,米子署,車両相互,133.33834444400,35.43004166670
全事故,米子市淀江町西原,2012/04/19,普通貨物×軽乗用,軽傷事故,米子署,車両相互,133.42386388900,35.45614722220
全事故,米子市両三柳,2012/04/06,軽乗用×軽乗用,軽傷事故,米子署,車両相互,133.32182500000,35.45582500000
全事故,米子市上後藤四丁目,2012/04/07,普通乗用×歩行者,軽傷事故,米子署,人対車両,133.31804444400,35.44393611110
全事故,米子市二本木,2012/04/07,普通乗用×軽乗用×普通乗用,重傷事故,米子署,車両相互,133.38901944400,35.44275555560
全事故,米子市冨士見町,2012/04/15,軽乗用×軽乗用,軽傷事故,米子署,車両相互,133.33475833300,35.43398055560
全事故,米子市長砂町,2012/04/19,普通乗用×普通乗用,軽傷事故,米子署,車両相互,133.34963888900,35.42081666670
全事故,米子市西福原二丁目,2012/04/04,普通乗用×自転車,軽傷事故,米子署,車両相互,133.33963888900,35.44002222220
全事故,米子市両三柳,2012/04/16,軽乗用貨物×自転車,軽傷事故,米子署,車両相互,133.32500555600,35.45119722220
全事故,米子市旗ヶ崎六丁目,2012/03/28,軽乗用×普通乗用,軽傷事故,米子署,車両相互,133.31218055600,35.43934444440
全事故,米子市内町,2012/04/09,軽乗用×自転車,軽傷事故,米子署,車両相互,133.32393333300,35.43131111110
全事故,米子市福市,2012/04/15,軽乗用×歩行者,死亡事故,米子署,人対車両,133.36926388900,35.40351388890
全事故,米子市東倉吉町,2012/03/16,普通乗用×軽乗用貨物,軽傷事故,米子署,車両相互,133.36543055600,35.44886666670
全事故,米子市錦町三丁目,2012/03/21,軽乗用×軽乗用,軽傷事故,米子署,車両相互,133.32657222200,35.43994166670
全事故,米子市皆生三丁目,2012/03/30,軽乗用×軽乗用,軽傷事故,米子署,車両相互,133.36648333300,35.44923888890
全事故,米子市西福原一丁目,2012/04/11,軽乗用貨物×軽乗用×普通乗用,軽傷事故,米子署,車両相互,133.34097222200,35.43877222220
全事故,米子市車尾一丁目,2012/04/01,普通乗用×自転車,軽傷事故,米子署,車両相互,133.34989166700,35.43205833330
全事故,米子市和田町,2012/03/29,普通乗用×二種原,軽傷事故,米子署,車両相互,133.26662500000,35.48616388890
全事故,米子市和田町,2012/03/29,軽乗用貨物×普通乗用,軽傷事故,米子署,車両相互,133.26813888900,35.49259722220
全事故,米子市糀町二丁目,2012/04/05,普通乗用×自転車,軽傷事故,米子署,車両相互,133.33590000000,35.42963611110
全事故,米子市旗ヶ崎二丁目,2012/03/10,普通乗用×軽乗用,軽傷事故,米子署,車両相互,133.31905833300,35.43524166670
全事故,米子市富益町,2012/02/18,普通乗用×物件等,軽傷事故,米子署,車両単独,133.28351388900,35.48218055550
全事故,米子市日原,2012/03/27,普通乗用×軽乗用,軽傷事故,米子署,車両相互,133.35928888900,35.41026111110
全事故,米子市糀町一丁目,2012/03/10,普通乗用×普通乗用,軽傷事故,米子署,車両相互,133.33841388900,35.42847222220
全事故,米子市二本木,2012/03/23,軽乗用貨物×軽乗用,軽傷事故,米子署,車両相互,133.38946388900,35.44245555560
全事故,米子市新開一丁目,2012/03/13,普通貨物×自転車,軽傷事故,米子署,車両相互,133.35093055600,35.45593888890
全事故,米子市西福原六丁目,2012/03/15,軽乗用×軽乗用,軽傷事故,米子署,車両相互,133.34168055600,35.44810833330
全事故,米子市大崎,2012/03/07,普通乗用×普通乗用,軽傷事故,米子署,車両相互,133.25755555600,35.47225277780
全事故,米子市上福原五丁目,2012/03/23,軽乗用×普通乗用,軽傷事故,米子署,車両相互,133.35155277800,35.44678888890
全事故,米子市流通町,2012/03/07,普通乗用×普通乗用,軽傷事故,米子署,車両相互,133.39978611100,35.42630555560
全事故,米子市車尾四丁目,2012/02/11,軽乗用×普通乗用,重傷事故,米子署,車両相互,133.36178333300,35.43194166670
全事故,米子市大篠津町,2012/01/25,軽乗用×軽乗用,軽傷事故,米子署,車両相互,133.26633888900,35.49498333330
全事故,米子市河崎,2012/03/23,普通乗用×普通乗用,軽傷事故,米子署,車両相互,133.31256111100,35.46364444440
全事故,米子市上後藤七丁目,2012/03/04,普通乗用×普通乗用,軽傷事故,米子署,車両相互,133.31232500000,35.45065277780
全事故,米子市義方町,2012/02/07,普通乗用×自転車,軽傷事故,米子署,車両相互,133.32609166700,35.43961944440
全事故,米子市皆生五丁目,2012/03/02,軽乗用×物件等,軽傷事故,米子署,車両単独,133.36083333300,35.45042777780
全事故,米子市西福原六丁目,2012/03/21,軽乗用×軽乗用,軽傷事故,米子署,車両相互,133.33856666700,35.45012777780
全事故,米子市上福原,2012/03/14,軽乗用×普通乗用,軽傷事故,米子署,車両相互,133.35270000000,35.44389444440
全事故,米子市西町,2012/03/10,普通貨物×普通乗用,軽傷事故,米子署,車両相互,133.32630833300,35.42777500000
全事故,米子市富益町,2012/03/09,軽乗用×軽乗用,軽傷事故,米子署,車両相互,133.27857777800,35.47152222220
全事故,米子市三本松二丁目,2012/03/05,軽乗用×自転車,軽傷事故,米子署,車両相互,133.32281944400,35.44098611110
全事故,米子市西福原七丁目,2012/03/25,軽乗用貨物×軽乗用,軽傷事故,米子署,車両相互,133.34030833300,35.43746388890
全事故,米子市河崎,2012/03/26,普通乗用×軽乗用×普通貨物,軽傷事故,米子署,車両相互,133.30888888900,35.46632777780
全事故,米子市上後藤四丁目,2012/03/25,普通乗用×自転車,軽傷事故,米子署,車両相互,133.31696388900,35.44643333330
全事故,日吉津村大字富吉,2012/03/10,普通乗用×普通乗用,軽傷事故,米子署,車両相互,133.37473055600,35.44725555560
全事故,米子市尾高,2012/02/24,軽乗用×普通乗用,軽傷事故,米子署,車両相互,133.40915555600,35.41803055560
全事故,米子市上福原三丁目,2012/02/20,普通乗用×普通乗用,軽傷事故,米子署,車両相互,133.35202500000,35.44404444440
全事故,米子市角盤町二丁目,2012/03/25,普通乗用×歩行者,重傷事故,米子署,人対車両,133.33323055600,35.43263333330
全事故,米子市東福原二丁目,2012/03/06,軽乗用貨物×普通乗用,軽傷事故,米子署,車両相互,133.34479444400,35.43697777780
全事故,米子市西福原八丁目,2012/01/20,軽乗用×自転車,重傷事故,米子署,車両相互,133.34218888900,35.44906388890
全事故,南部町鴨部,2012/02/20,軽乗用×歩行者・他,重傷事故,米子署,人対車両,133.32632222200,35.33715000000
全事故,米子市淀江町西原,2012/03/11,軽乗用貨物×軽乗用,軽傷事故,米子署,車両相互,133.42393611100,35.45621111110
全事故,米子市両三柳,2012/03/05,普通乗用×軽乗用,軽傷事故,米子署,車両相互,133.33167500000,35.45114722220
全事故,米子市錦町三丁目,2012/03/03,普通乗用×軽乗用×軽乗用,軽傷事故,米子署,車両相互,133.32705833300,35.44030833330
全事故,米子市陰田町,2012/03/05,普通乗用×普通乗用×普通乗用,軽傷事故,米子署,車両相互,133.32017777800,35.41151111110
全事故,米子市新開一丁目,2012/02/26,軽乗用×軽乗用,軽傷事故,米子署,車両相互,133.35066111100,35.45430833330
全事故,米子市車尾南一丁目,2012/03/03,普通乗用×普通乗用,軽傷事故,米子署,車両相互,133.36111388900,35.42890277780
全事故,米子市河崎,2012/01/16,軽乗用×自転車,軽傷事故,米子署,車両相互,133.30605277800,35.45677500000
全事故,米子市安倍,2012/02/27,軽乗用貨物×普通乗用,軽傷事故,米子署,車両相互,133.30101666700,35.44147777780
全事故,米子市錦町一丁目,2012/03/03,自転車×軽乗用,軽傷事故,米子署,車両相互,133.33407500000,35.43347777780
全事故,米子市旗ヶ崎六丁目,2012/02/18,普通乗用×普通乗用,軽傷事故,米子署,車両相互,133.31302777800,35.43711388890
全事故,米子市冨士見町二丁目,2012/02/28,普通乗用×自転車,軽傷事故,米子署,車両相互,133.33577222200,35.43177777780
全事故,米子市錦町一丁目,2012/02/23,軽乗用×普通乗用,軽傷事故,米子署,車両相互,133.33263333300,35.43426111110
全事故,米子市夜見町,2012/02/08,普通乗用×軽乗用,軽傷事故,米子署,車両相互,133.30268333300,35.46227500000
全事故,米子市角盤町二丁目,2012/03/01,軽乗用×普通乗用,軽傷事故,米子署,車両相互,133.33305833300,35.43379166670
全事故,米子市陰田町,2012/02/23,普通乗用×普通乗用,軽傷事故,米子署,車両相互,133.32366944400,35.41147222220
全事故,米子市大篠津,2012/01/30,軽乗用×普通乗用,重傷事故,米子署,車両相互,133.25185555600,35.49295000000
全事故,米子市祇園町二丁目,2012/02/17,普通乗用×大型貨物,軽傷事故,米子署,車両相互,133.32294722200,35.41517500000
全事故,米子市糀町一丁目,2012/02/22,軽乗用×軽乗用貨物,軽傷事故,米子署,車両相互,133.33841944400,35.42850277780
全事故,米子市両三柳,2012/02/01,軽乗用×自転車,重傷事故,米子署,車両相互,133.32779444400,35.45293888890
全事故,米子市角盤町２丁目,2012/02/18,普通乗用×軽乗用,重傷事故,米子署,車両相互,133.33361388900,35.43301944440
全事故,米子市上後藤六丁目,2012/03/03,普通乗用×自転車,軽傷事故,米子署,車両相互,133.30890277800,35.44728611110
全事故,米子市福万,2012/03/03,普通貨物×自転車,軽傷事故,米子署,車両相互,133.40432222200,35.40470277780
全事故,米子市旗ヶ崎二丁目,2012/02/29,普通乗用×相手なし,軽傷事故,米子署,車両単独,133.31833333300,35.43537500000
全事故,米子市富士見町二丁目,2012/02/22,軽乗用×普通乗用,軽傷事故,米子署,車両相互,133.33498888900,35.43223055560
全事故,米子市花園町,2011/12/31,自転車×相手なし,重傷事故,米子署,車両単独,133.32278888900,35.43708055560
全事故,米子市博労町四丁目,2012/01/30,軽乗用×軽乗用,軽傷事故,米子署,車両相互,133.33808611100,35.43656111110
全事故,米子市両三柳,2012/01/25,普通乗用×軽乗用貨物,軽傷事故,米子署,車両相互,133.33649722200,35.44997500000
全事故,米子市富益町,2012/02/18,軽乗用貨物×普通乗用,軽傷事故,米子署,車両相互,133.29063888900,35.47842222220
全事故,米子市夜見町,2012/02/18,軽乗用貨物×軽乗用,軽傷事故,米子署,車両相互,133.29420833300,35.47169722220
全事故,米子市西福原八丁目,2012/02/25,軽乗用×普通乗用,軽傷事故,米子署,車両相互,133.34341666700,35.45467777780
全事故,米子市旗ヶ崎三丁目,2012/01/13,軽乗用×軽乗用,重傷事故,米子署,車両相互,133.31498611100,35.43941111110
全事故,米子市皆生五丁目,2012/01/29,軽乗用×普通乗用,軽傷事故,米子署,車両相互,133.36025000000,35.44609444440
全事故,米子市福市,2012/01/06,軽乗用貨物×歩行者,軽傷事故,米子署,人対車両,133.36774166700,35.40120833330
全事故,米子市加茂町二丁目,2012/02/24,普通乗用×軽乗用,軽傷事故,米子署,車両相互,133.32900277800,35.42718333330
全事故,日吉津村大字今吉,2012/02/27,普通乗用×大乗用,重傷事故,米子署,車両相互,133.38366666700,35.45316111110
全事故,米子市吉岡,2012/02/02,普通乗用×普通乗用,軽傷事故,米子署,車両相互,133.36862361100,35.43083888890
全事故,米子市和田町,2012/02/06,普通乗用×原付,軽傷事故,米子署,車両相互,133.27689722200,35.48312777780
全事故,米子市西福原,2012/01/23,軽乗用×軽乗用貨物,軽傷事故,米子署,車両相互,133.33904166700,35.43692500000
全事故,日吉津村大字富吉,2012/02/11,普通乗用×原付,軽傷事故,米子署,車両相互,133.37946111100,35.44671111110
全事故,米子市下郷,2012/01/10,普通乗用×普通乗用,軽傷事故,米子署,車両相互,133.40223611100,35.43362222220
全事故,米子市東八幡,2012/01/27,軽乗用×軽乗用,軽傷事故,米子署,車両相互,133.38645277800,35.40416388890
全事故,米子市灘町三丁目,2012/01/25,普通乗用×普通乗用,軽傷事故,米子署,車両相互,133.32180833300,35.43488611110
全事故,米子市淀江町西原,2012/01/08,軽乗用×普通乗用,軽傷事故,米子署,車両相互,133.41022222200,35.45041666670
全事故,米子市河崎,2012/02/12,普通乗用×普通乗用,軽傷事故,米子署,車両相互,133.31227777800,35.45715277780
全事故,米子市安倍,2012/01/23,軽乗用×軽乗用,軽傷事故,米子署,車両相互,133.30107500000,35.44139444440
全事故,米子市東福原六丁目,2011/12/29,軽乗用×原付,重傷事故,米子署,車両相互,133.34742222200,35.44475277780
全事故,米子市錦町三丁目,2012/02/15,軽乗用×歩行者,軽傷事故,米子署,人対車両,133.32896111100,35.43745277780
全事故,米子市夜見町,2011/11/21,軽乗用貨物×普通乗用,軽傷事故,米子署,車両相互,133.29648611100,35.45524722220
全事故,米子市両三柳,2012/02/04,軽乗用×軽乗用,軽傷事故,米子署,車両相互,133.33359444400,35.45659722220
全事故,米子市三本松一丁目,2012/02/16,二種原×物件等,重傷事故,米子署,車両単独,133.32336388900,35.44037500000
全事故,米子市西町,2012/02/14,普通乗用×歩行者,死亡事故,米子署,人対車両,133.32588333300,35.42941944440
全事故,米子市車尾六丁目,2012/02/01,対象外×軽乗用,軽傷事故,米子署,車両相互,133.36207500000,35.43186666670
全事故,米子市奥谷,2012/02/08,軽乗用×普通乗用×軽乗用,軽傷事故,米子署,車両相互,133.34487222200,35.41146388890
全事故,米子市流通町,2012/01/16,大型貨物×軽乗用貨物,軽傷事故,米子署,車両相互,133.39942222200,35.42636111110
全事故,米子市両三柳,2012/02/04,普通乗用×普通乗用,軽傷事故,米子署,車両相互,133.31545555600,35.44985000000
全事故,米子市錦町二丁目,2012/01/31,普通乗用×歩行者,軽傷事故,米子署,人対車両,133.33274444400,35.43656388890
全事故,米子市尾高町,2011/12/18,普通乗用×歩行者,軽傷事故,米子署,人対車両,133.33029166700,35.43273888890
全事故,日吉津村大字日吉津,2012/02/08,普通乗用×普通乗用,軽傷事故,米子署,車両相互,133.38076666700,35.43087222220
全事故,米子市明治町,2012/02/02,軽乗用貨物×軽乗用,軽傷事故,米子署,車両相互,133.33438055600,35.42367500000
全事故,米子市糀町二丁目,2012/01/23,普通乗用×普通乗用,軽傷事故,米子署,車両相互,133.33547777800,35.42932777780
全事故,米子市車尾六丁目,2012/01/24,普通乗用×普通乗用,軽傷事故,米子署,車両相互,133.36134444400,35.42962777780
全事故,米子市車尾六丁目,2012/01/30,普通乗用×軽乗用,軽傷事故,米子署,車両相互,133.36458888900,35.43151111110
全事故,米子市皆生六丁目,2012/01/17,軽乗用×軽乗用,軽傷事故,米子署,車両相互,133.36093055600,35.45063333330
全事故,米子市三本松二丁目,2012/01/30,軽乗用×普通乗用,軽傷事故,米子署,車両相互,133.32223055600,35.44168333330
全事故,米子市祇園町二丁目,2012/01/18,軽乗用×普通乗用,軽傷事故,米子署,車両相互,133.32372500000,35.41914722220
全事故,米子市両三柳,2012/01/30,軽乗用×軽乗用,軽傷事故,米子署,車両相互,133.32277222200,35.44685555560
全事故,米子市皆生新田二丁目,2012/02/02,軽乗用×軽乗用,軽傷事故,米子署,車両相互,133.36532777800,35.45000555560
全事故,米子市上福原四丁目,2012/01/19,普通乗用×自転車,軽傷事故,米子署,車両相互,133.35556944400,35.44686111110
全事故,米子市河崎,2012/01/04,軽乗用貨物×普通乗用,軽傷事故,米子署,車両相互,133.30913888900,35.46665277780
全事故,米子市両三柳,2012/01/16,軽乗用×歩行者,重傷事故,米子署,人対車両,133.31469444400,35.45371111110
全事故,米子市旗ヶ崎七丁目,2012/02/02,軽乗用×普通乗用,軽傷事故,米子署,車両相互,133.30833055600,35.43873888890
全事故,米子市錦町三丁目,2012/01/13,歩行者×軽乗用貨物,軽傷事故,米子署,人対車両,133.32887500000,35.43728333330
全事故,米子市東福原七丁目,2012/01/23,軽乗用×普通乗用,軽傷事故,米子署,車両相互,133.35095833300,35.44788888890
全事故,米子市西福原九丁目,2012/01/13,中型貨物×軽乗用,軽傷事故,米子署,車両相互,133.33861388900,35.45594722220
全事故,米子市観音寺新町三丁目,2012/01/30,普通乗用×軽乗用,軽傷事故,米子署,車両相互,133.35894166700,35.42631666670
全事故,米子市両三柳,2012/01/25,軽乗用×普通乗用,軽傷事故,米子署,車両相互,133.31197500000,35.45033888890
全事故,米子市奈喜良,2012/02/01,普通乗用×普通乗用,軽傷事故,米子署,車両相互,133.34178611100,35.39854722220
全事故,米子市車尾五丁目,2012/01/13,普通乗用×軽乗用,軽傷事故,米子署,車両相互,133.36057500000,35.43207222220
全事故,米子市角盤町三丁目,2012/01/05,対象外×軽乗用,軽傷事故,米子署,車両相互,133.33046111100,35.43595277780
全事故,米子市尾高,2012/01/24,普通乗用×軽乗用,軽傷事故,米子署,車両相互,133.40933055600,35.42183611110
全事故,米子市両三柳,2012/01/25,普通乗用×軽乗用,軽傷事故,米子署,車両相互,133.32385555600,35.45952222220
全事故,米子市二本木,2012/01/23,軽乗用貨物×普通乗用,軽傷事故,米子署,車両相互,133.38698888900,35.43405833330
全事故,米子市旗ヶ崎二丁目,2012/01/25,軽乗用貨物×自転車,軽傷事故,米子署,車両相互,133.31503055600,35.43649722220
全事故,米子市車尾六丁目,2011/10/08,普通乗用×軽乗用,軽傷事故,米子署,車両相互,133.36418055600,35.43155000000
全事故,米子市車尾四丁目,2012/01/23,普通乗用×軽乗用,軽傷事故,米子署,車両相互,133.36138888900,35.43423333330
全事故,米子市上福原二丁目,2012/01/05,普通乗用×自転車,軽傷事故,米子署,車両相互,133.36082777800,35.44371111110
全事故,米子市東倉吉町,2012/01/04,普通乗用×軽乗用,軽傷事故,米子署,車両相互,133.33095277800,35.42919166670
全事故,米子市両三柳,2012/01/26,軽乗用×軽乗用貨物,軽傷事故,米子署,車両相互,133.31633055600,35.45246666670
全事故,米子市東福原一丁目,2012/01/02,対象外×普通乗用,軽傷事故,米子署,車両相互,133.34712222200,35.43456944440
全事故,米子市西福原,2011/12/07,軽乗用×普通乗用,軽傷事故,米子署,車両相互,133.33881388900,35.43689722220
全事故,米子市皆生温泉三丁目,2012/01/25,軽乗用×軽乗用,軽傷事故,米子署,車両相互,133.36207777800,35.45608611110
全事故,米子市両三柳,2012/01/23,普通乗用×普通乗用,軽傷事故,米子署,車両相互,133.33355000000,35.45715000000
全事故,米子市福市,2012/01/28,軽乗用×歩行者,死亡事故,米子署,人対車両,133.37306666700,35.39758888890
全事故,米子市安倍,2012/01/20,軽乗用×普通乗用,軽傷事故,米子署,車両相互,133.30616111100,35.44185555560
全事故,日吉津村大字富吉,2012/01/10,普通乗用×歩行者,重傷事故,米子署,人対車両,133.37939722200,35.44618333330
全事故,日吉津村大字富吉,2012/01/10,普通貨物×自転車,重傷事故,米子署,車両相互,133.37939722200,35.44618333330
全事故,米子市博労町二丁目,2012/01/01,普通乗用×歩行者,軽傷事故,米子署,人対車両,133.34095277800,35.43108611110
全事故,南部町寺内,2012/01/23,軽乗用×物件等,死亡事故,米子署,車両単独,133.35371111100,35.36777222220
全事故,米子市米原八丁目,2012/01/05,普通乗用×自転車,軽傷事故,米子署,車両相互,133.33107777800,35.45028611110
全事故,米子市皆生二丁目,2011/12/11,普通乗用×軽乗用×軽乗用,軽傷事故,米子署,車両相互,133.36868055600,35.44868611110
全事故,米子市旗ヶ崎三丁目,2012/01/15,普通乗用×歩行者,軽傷事故,米子署,人対車両,133.31543055600,35.43936388890
全事故,米子市陰田町,2011/09/17,普通乗用×普通貨物,重傷事故,米子署,車両相互,133.32233888900,35.41125555560
全事故,南部町宮前,2012/01/19,普通貨物×自転車,重傷事故,米子署,車両相互,133.36605555600,35.37087500000
全事故,米子市石井,2012/01/06,軽乗用貨物×歩行者,軽傷事故,米子署,人対車両,133.34400833300,35.40318888890
全事故,米子市車尾南一丁目,2011/12/28,普通乗用×普通乗用,軽傷事故,米子署,車両相互,133.35895555600,35.42653055560
全事故,米子市富益町,2011/11/19,普通乗用×軽乗用貨物,重傷事故,米子署,車両相互,133.28384444400,35.48211666670
全事故,日吉津村大字日吉津,2011/12/24,普通乗用×歩行者,軽傷事故,米子署,人対車両,133.38138055600,35.44021944440
全事故,米子市新開六丁目,2011/12/17,普通乗用×普通乗用,軽傷事故,米子署,車両相互,133.34263333300,35.45836388890
全事故,米子市彦名町,2012/01/04,軽乗用貨物×軽乗用,軽傷事故,米子署,車両相互,133.29638333300,35.44541111110
全事故,米子市彦名町,2012/01/07,普通乗用×軽乗用,軽傷事故,米子署,車両相互,133.28527222200,35.45924722220
全事故,米子市上後藤五丁目,2012/01/02,軽乗用×歩行者,軽傷事故,米子署,人対車両,133.31505277800,35.44855555560
全事故,米子市東福原四丁目,2012/01/07,普通乗用×軽乗用,軽傷事故,米子署,車両相互,133.35010833300,35.44549722220
全事故,米子市蚊屋,2011/12/29,軽乗用貨物×軽乗用,軽傷事故,米子署,車両相互,133.38407500000,35.43201666670
全事故,米子市久米町,2012/01/06,普通乗用×普通乗用,軽傷事故,米子署,車両相互,133.32658888900,35.42531111110
全事故,琴浦町大字下大江,2012/11/13,軽乗用貨物×軽乗用,軽傷事故,八橋署,車両相互,133.69530000000,35.47957222220
全事故,琴浦町大字槻下,2012/11/28,軽乗用×普通乗用,軽傷事故,八橋署,車両相互,133.71933888900,35.50066388890
全事故,琴浦町大字八橋,2012/11/11,軽乗用×軽乗用,軽傷事故,八橋署,車両相互,133.68188888900,35.50288611110
全事故,大山町神原,2012/10/15,対象外×歩行者,重傷事故,八橋署,人対車両,133.47517222200,35.47126666670
全事故,琴浦町大字逢束,2012/10/30,軽乗用×軽乗用,軽傷事故,八橋署,車両相互,133.70280277800,35.50376388890
全事故,琴浦町大字赤碕,2012/10/14,普通乗用×軽乗用,重傷事故,八橋署,車両相互,133.62818333300,35.50859444440
全事故,琴浦町大字大父,2012/07/08,軽乗用貨物×相手なし,軽傷事故,八橋署,車両単独,133.62282222200,35.43324166670
全事故,琴浦町大字赤碕,2012/10/26,軽乗用貨物×軽乗用,軽傷事故,八橋署,車両相互,133.63595277800,35.51695833330
全事故,琴浦町大字八橋,2012/10/06,大型貨物×二輪751ｃｃ以上,重傷事故,八橋署,車両相互,133.66748055600,35.49340000000
全事故,琴浦町大字徳万,2012/10/25,軽乗用貨物×軽乗用貨物,軽傷事故,八橋署,車両相互,133.69214166700,35.49892222220
全事故,大山町田中,2012/10/04,普通貨物×普通乗用×普通乗用,軽傷事故,八橋署,車両相互,133.59965833300,35.52139722220
全事故,大山町大山地内,2012/08/19,軽二輪×相手なし,重傷事故,八橋署,車両単独,133.53413888900,35.35625833330
全事故,大山町上市,2012/10/14,普通乗用×大型貨物,軽傷事故,八橋署,車両相互,133.56563333300,35.52059166670
全事故,琴浦町大字赤碕,2012/10/22,普通乗用×普通貨物,軽傷事故,八橋署,車両相互,133.63117777800,35.50928055560
全事故,琴浦町八橋,2012/08/28,軽乗用×軽乗用,重傷事故,八橋署,車両相互,133.67131666700,35.50455833330
全事故,琴浦町大字赤碕,2012/09/22,普通乗用×軽乗用,軽傷事故,八橋署,車両相互,133.63997500000,35.51545833330
全事故,大山町上市,2012/08/26,普通乗用×普通乗用,軽傷事故,八橋署,車両相互,133.56095833300,35.52070555550
全事故,大山町赤松地内,2012/05/24,普通乗用×歩行者,重傷事故,八橋署,人対車両,133.51140555600,35.39783611110
全事故,大山町平木,2012/08/24,普通乗用×軽乗用貨物,軽傷事故,八橋署,車両相互,133.46965000000,35.47510833330
全事故,大山町神原,2012/08/18,普通乗用×普通乗用,軽傷事故,八橋署,車両相互,133.47671111100,35.47007777780
全事故,琴浦町大字逢束,2012/07/11,普通乗用×普通乗用,軽傷事故,八橋署,車両相互,133.69844722200,35.50217777780
全事故,大山町下甲,2012/08/12,軽乗用×軽乗用,軽傷事故,八橋署,車両相互,133.57313888900,35.52282777780
全事故,琴浦町大字逢束,2012/06/19,普通乗用×普通乗用,軽傷事故,八橋署,車両相互,133.69738611100,35.50377777780
全事故,琴浦町大字八橋,2012/08/08,中型貨物×普通乗用,軽傷事故,八橋署,車両相互,133.67887777800,35.50406111110
全事故,大山町坊領,2012/07/10,普通乗用×普通貨物,軽傷事故,八橋署,車両相互,133.49713888900,35.45238888890
全事故,琴浦町大字下伊勢,2012/07/24,軽乗用貨物×軽乗用,軽傷事故,八橋署,車両相互,133.69743055600,35.49525277780
全事故,大山町西坪,2012/06/15,普通乗用×軽乗用,軽傷事故,八橋署,車両相互,133.50240277800,35.51385000000
全事故,大山町保田,2012/07/24,普通乗用×軽乗用貨物,重傷事故,八橋署,車両相互,133.43246388900,35.46921944440
全事故,大山町塩津,2012/07/02,軽乗用×普通乗用,軽傷事故,八橋署,車両相互,133.57062500000,35.52203611110
全事故,琴浦町大字逢束,2012/05/30,軽乗用×軽乗用,軽傷事故,八橋署,車両相互,133.70901111100,35.50311944440
全事故,琴浦町大字別所,2012/06/24,軽乗用×軽乗用貨物,軽傷事故,八橋署,車両相互,133.66285277800,35.50651111110
全事故,琴浦町大字法万,2012/06/01,中型貨物×軽乗用貨物,軽傷事故,八橋署,車両相互,133.69243333300,35.44108611110
全事故,大山町西坪,2012/05/29,軽乗用×軽乗用貨物,軽傷事故,八橋署,車両相互,133.50726388900,35.51304722220
全事故,琴浦町大字赤碕,2012/06/05,普通乗用×物件等×大型貨物,死亡事故,八橋署,車両単独,133.63234444400,35.50917500000
全事故,琴浦町大字赤碕,2012/05/05,軽乗用×普通乗用,軽傷事故,八橋署,車両相互,133.63991944400,35.51565000000
全事故,大山町赤松,2012/05/09,普通乗用×物件等,軽傷事故,八橋署,車両単独,133.47875833300,35.40925277780
全事故,大山町松河原,2012/04/02,普通乗用×軽乗用貨物,軽傷事故,八橋署,車両相互,133.55183611100,35.49374444440
全事故,大山町田中,2012/05/21,軽乗用×普通乗用,軽傷事故,八橋署,車両相互,133.59048333300,35.52399444440
全事故,大山町名和,2012/05/16,普通乗用×軽乗用,軽傷事故,八橋署,車両相互,133.49990277800,35.50117222220
全事故,大山町松河原,2011/10/31,普通乗用×軽乗用,軽傷事故,八橋署,車両相互,133.55303611100,35.51803333330
